指标名称,在规则中,在状态CSV中,丢失方向,模块,来源类型,报表类型,提取器,适用范围,OK次数,失败次数,skip_external,skip_form_filter,N/A次数,missing次数,分类,判定,丢失原因,ICBC年报,ICBC半年报,ICBC_Q1,ICBC_Q3,茅台年报,茅台半年报,茅台Q1,茅台Q3
其他资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
净利润,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
净利润率,Y,Y,in_both,financial_ratio,computed,年报/半年报/季报,computed,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
减：所得税费用,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
减：营业外支出,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],5,3,0,0,0,0,partial_or_ok,matched,Successfully extracted in 5/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,OK,OK,OK
利息支出,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
利息收入,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
利润总额,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
加：营业外收入,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],5,3,0,0,0,0,partial_or_ok,matched,Successfully extracted in 5/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,OK,OK,OK
博士人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
合同负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,OK,OK
同业及其他金融机构存放款项,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
向中央银行借款,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
员工人数,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
商誉,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
固定资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
在建工程,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
基本每股收益,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
大专人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
存放中央银行款项,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
存放同业及其他金融机构款项,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],3,5,0,0,0,0,partial_or_ok,matched,Successfully extracted in 3/8 tests,section_found/no_value,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
学士人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
少数股东损益,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],3,5,0,0,0,0,partial_or_ok,matched,Successfully extracted in 3/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,OK
少数股东权益,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
应交税费,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
应付职工薪酬,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
归属于母公司普通股股东的净利润,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],1,7,0,0,0,0,partial_or_ok,matched,Successfully extracted in 1/8 tests,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
手续费及佣金净收入,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,bank(*)[*],4,4,0,0,0,4,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,missing,missing,missing,missing
手续费及佣金支出,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
手续费及佣金收入,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
技术人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
投资性房地产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,OK,OK
投资所支付的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
投资收益,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
投资活动产生的现金流量净额,Y,Y,in_both,cashflow,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
投资活动现金流入小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,OK,OK
投资活动现金流出小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,OK,OK
拆入资金,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
拆出资金,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,section_found/no_value,OK,OK,OK,OK,OK,OK,OK
支付利息、手续费及佣金的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK
支付的其他与投资活动有关的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],1,7,0,0,0,0,partial_or_ok,matched,Successfully extracted in 1/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,section_found/no_value,section_found/no_value
支付的其他与筹资活动有关的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],1,7,0,0,0,0,partial_or_ok,matched,Successfully extracted in 1/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,section_found/no_value,section_found/no_value
支付给职工及为职工支付的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK
收取利息、手续费及佣金的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK
收回投资收到的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,OK,OK
无形资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,OK,OK,section_found/no_value,section_found/no_value,OK,OK,OK,OK
未分配利润,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
永续债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
现金,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
现金及存放中央银行款项,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
生产人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
盈余公积,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
硕士人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
租赁负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,OK,OK
稀释每股收益,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],5,3,0,0,0,0,partial_or_ok,matched,Successfully extracted in 5/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,OK,OK,OK
税金及附加,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
筹资活动产生的现金流量净额,Y,Y,in_both,cashflow,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
经营性应付项目的增加,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
经营活动产生的现金流量净额,Y,Y,in_both,cashflow,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
经营活动现金流入小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,OK,OK
经营活动现金流出小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,OK,OK
综合收益总额,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],5,3,0,0,0,0,partial_or_ok,matched,Successfully extracted in 5/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,OK,OK,OK
股本,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
营业利润,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
营业利润率,Y,Y,in_both,financial_ratio,computed,年报/半年报/季报,computed,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
营业支出,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
营业收入,Y,Y,in_both,income_statement,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
行政人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
衍生金融负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
衍生金融资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
负债合计,Y,Y,in_both,balance_sheet,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
财务人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
财务费用,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],1,7,0,0,0,0,partial_or_ok,matched,Successfully extracted in 1/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,section_found/no_value,section_found/no_value,section_found/no_value
贵金属,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],3,5,0,0,0,0,partial_or_ok,matched,Successfully extracted in 3/8 tests,OK,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
资产减值损失,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
资产总计,Y,Y,in_both,balance_sheet,akshare,年报/半年报/季报,auto,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
资产负债率,Y,Y,in_both,financial_ratio,computed,年报/半年报/季报,computed,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
资本公积,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
递延所得税负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
递延所得税资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],6,2,0,0,0,0,partial_or_ok,matched,Successfully extracted in 6/8 tests,section_found/no_value,section_found/no_value,OK,OK,OK,OK,OK,OK
金融投资,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
销售人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
长期股权投资,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],5,3,0,0,0,0,partial_or_ok,matched,Successfully extracted in 5/8 tests,OK,section_found/no_value,OK,OK,OK,OK,section_found/no_value,section_found/no_value
非息收入,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],1,7,0,0,0,0,partial_or_ok,matched,Successfully extracted in 1/8 tests,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
高中及以下人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
